student_id,age,gender,department,semester,study_hours_per_week,attendance_percentage,assignment_average,midterm_score,previous_gpa,internet_access,extra_academic_support,part_time_job,extracurricular_hours_per_week,absences,final_score,at_risk,risk_label,data_origin
STU11130,19,Male,Business,2,19.56806586058635,100.0,52.37711924068521,64.97661674466625,2.882064548416015,Yes,No,No,10.829523263353364,5,73.8930623644447,0,Not At Risk,Synthetic
STU11131,17,Female,Computer Science,1,21.933647829877522,81.52233568591723,79.75331507618186,70.0833130624133,2.2423310147408864,No,Yes,No,6.4733301816224085,8,82.35443381521574,0,Not At Risk,Synthetic
STU11132,24,Male,Business,8,11.695325405747091,68.34362667908795,78.08314834090821,95.27055225873589,3.5097633173404694,Yes,Yes,Yes,6.748951860261009,6,80.02895129446163,0,Not At Risk,Synthetic
STU11133,22,Male,Engineering,5,15.95423541971241,68.57143728588616,61.33713879673786,51.39952907824293,2.79962480110182,Yes,No,Yes,2.5082436668919996,7,52.26252626084,1,At Risk,Synthetic
STU11134,24,Male,Computer Science,8,13.917335513912834,69.91086301578468,70.8403190985312,79.59788426784803,2.454610618631095,Yes,No,No,0.0,7,61.770237362621614,0,Not At Risk,Synthetic
STU11135,23,Male,Business,1,5.804946248440886,79.2502637926316,80.73766587852363,76.3854495498373,3.1050146757562063,Yes,Yes,No,6.205928348766703,6,79.54816592448952,0,Not At Risk,Synthetic
STU11136,17,Male,Computer Science,2,18.25206175977975,99.54429962494461,73.27959075255221,82.73398185716903,2.684129251326398,No,No,No,5.792724035347313,7,78.49354767795475,0,Not At Risk,Synthetic
STU11137,21,Female,Social Sciences,4,12.890207011769434,83.69740472054254,71.43302115274838,67.2329574516083,3.467075797708263,Yes,No,No,6.871015264703343,8,73.41555256503598,0,Not At Risk,Synthetic
STU11138,23,Female,Computer Science,5,9.629980958010973,67.21036500934638,38.0799135807465,60.44908717963069,2.7503152729641602,Yes,Yes,No,2.070395812750677,7,56.99608306185516,0,Not At Risk,Synthetic
STU11139,20,Male,Engineering,4,26.515802291741792,90.98081547046813,67.77377832614009,77.54154391801674,3.3034192074271433,No,Yes,No,5.317441161216377,3,90.63539726821433,0,Not At Risk,Synthetic
STU11140,23,Female,Engineering,6,16.636853692165605,92.11750833242733,99.51992948264923,59.13215930029396,3.148996742568946,Yes,No,Yes,6.043999855347491,2,74.32442306612695,0,Not At Risk,Synthetic
STU11141,22,Female,Engineering,5,18.094754304311113,73.11623893480483,59.09157455147021,43.18227752464875,3.7515836189280285,Yes,No,No,4.166483382825347,7,63.28737188435889,0,Not At Risk,Synthetic
STU11142,22,Male,Business,7,12.786937961002455,55.65647885400787,69.92180873287941,64.64394772409055,2.4148661034545644,No,No,No,2.385617649793201,10,48.80072634681802,1,At Risk,Synthetic
STU11143,21,Male,Engineering,7,13.265764047519625,92.36058122337857,82.74277500812781,66.56411807512744,3.025180080027908,Yes,Yes,No,6.526025241180918,5,78.91238355709456,0,Not At Risk,Synthetic
STU11144,17,Male,Social Sciences,5,10.12512054578302,72.37871134347856,72.96490146382543,72.50542011291942,1.9446918417521102,Yes,No,Yes,2.016330093200871,6,58.638492398550625,0,Not At Risk,Synthetic
STU11145,21,Female,Computer Science,5,13.645510577361108,64.98911305211536,82.14089743231192,44.408626476459965,2.5469403595290627,No,No,Yes,5.681394545307254,7,63.70735869133867,0,Not At Risk,Synthetic
STU11146,19,Male,Engineering,5,7.778076499565847,58.95491037644197,86.0012284949232,65.91645064628337,2.196866419212061,Yes,No,No,6.801213852353186,8,67.78287318377554,1,At Risk,Synthetic
STU11147,18,Male,Engineering,3,12.25336791308014,67.786135645078,71.34038876598346,93.85155768754272,2.2920070246288873,Yes,Yes,Yes,2.6449381763840085,3,59.875598336221756,0,Not At Risk,Synthetic
STU11148,20,Male,Computer Science,8,10.192279134007217,70.64544333297154,79.76277135474294,93.5249464281647,3.896317888823816,Yes,No,No,3.062143835163704,6,68.89826028666427,0,Not At Risk,Synthetic
STU11149,18,Female,Computer Science,2,13.361867345541773,100.0,75.63292821489857,60.196035909526486,3.226287355148554,Yes,No,No,4.916211007052556,6,73.3762162477314,0,Not At Risk,Synthetic
STU11150,17,Male,Business,1,15.568871884227066,68.31922664965491,45.297946211000564,41.50797077888273,2.025314325660848,Yes,No,No,4.689626929279384,5,69.36757472179598,1,At Risk,Synthetic
STU11151,24,Male,Business,2,14.10281260665258,66.65760749391521,100.0,54.153739274399705,2.526508159038203,Yes,No,Yes,0.4936515927477904,6,63.13282649512534,0,Not At Risk,Synthetic
STU11152,17,Female,Engineering,2,18.784592803985163,91.66458832956866,77.30285683369516,68.90136508404493,2.9418669776096333,Yes,No,No,7.072055984605706,5,85.7903023995171,0,Not At Risk,Synthetic
STU11153,17,Male,Computer Science,8,20.120097967475882,87.73042746010279,83.4591691814303,57.98564910408135,1.4120107011830416,No,No,No,1.5636811000498503,2,64.87680459395432,1,At Risk,Synthetic
STU11154,22,Male,Social Sciences,3,9.404065638368102,74.47620398519916,65.11915546515975,70.9847619008035,2.0998877911375193,Yes,No,No,4.943976270578609,4,68.2886068011654,0,Not At Risk,Synthetic
STU11155,21,Female,Social Sciences,7,11.769247387475806,81.92388285867446,51.61086598097476,78.60612922904878,2.5421478380247704,Yes,No,No,4.69766034160316,10,64.75128360965685,0,Not At Risk,Synthetic
STU11156,22,Male,Engineering,7,9.454808511543877,79.12016594658935,84.92913595350893,64.88129942109548,2.0770276465275237,Yes,No,Yes,4.198264269168126,6,63.09014655326206,0,Not At Risk,Synthetic
STU11157,23,Female,Computer Science,8,1.58214209046518,68.41795062875465,49.53973248451243,71.81264832103153,2.4711374449310246,No,No,Yes,3.0552783833778263,10,52.27918962978469,1,At Risk,Synthetic
STU11158,17,Female,Engineering,6,20.13966915493936,70.25476529490726,52.05994564162901,50.95773577142743,3.3945436815395658,Yes,Yes,No,5.897459825358039,8,66.29918390289039,0,Not At Risk,Synthetic
STU11159,18,Male,Business,3,17.86964175439853,46.97461321465262,76.9501760755974,100.0,2.5965882859111242,Yes,No,Yes,9.68637469041405,7,71.43992397686401,1,At Risk,Synthetic
STU11160,22,Female,Computer Science,3,13.180063146185937,62.816714044445476,84.39289894533245,74.82622407707987,2.7224303816796898,Yes,Yes,No,7.10546953155455,13,71.88855656894535,0,Not At Risk,Synthetic
STU11161,20,Female,Computer Science,5,19.193754756940805,80.23603353614163,73.52010173741533,54.005996900961335,2.895348904602477,Yes,Yes,Yes,4.815140093257183,6,66.89049785906042,0,Not At Risk,Synthetic
STU11162,22,Male,Business,1,7.95509852695624,99.46131935081083,57.517384790950935,71.2111424669648,2.3759699837413253,Yes,No,No,0.7799111233007116,3,74.4393263917481,0,Not At Risk,Synthetic
STU11163,21,Male,Social Sciences,6,15.704297712264037,70.32881767774678,77.29475902633915,46.61541864678146,3.955259108355329,Yes,No,No,3.279672402427043,8,71.57206643794588,0,Not At Risk,Synthetic
STU11164,23,Male,Social Sciences,3,13.9638203302204,56.98336471283966,77.8206066902357,56.54476703756533,3.043996541562714,No,No,No,5.372980617768004,9,72.04768676146182,1,At Risk,Synthetic
STU11165,21,Male,Computer Science,6,15.425088982291403,76.29569123088447,91.37958125810653,73.65483983858579,3.4684691482762915,Yes,No,No,0.0,5,79.58070347891844,0,Not At Risk,Synthetic
STU11166,18,Female,Computer Science,4,13.239042469568254,40.367331381545974,75.19253226910106,62.71133946547326,3.9172227107649733,Yes,No,No,6.024199225238381,8,74.60304960391643,1,At Risk,Synthetic
STU11167,19,Female,Engineering,3,13.163861027232414,76.97251050293245,64.80613045346044,61.400646533219046,3.5809239925788723,Yes,No,Yes,0.16243491203251034,4,76.97206930786112,0,Not At Risk,Synthetic
STU11168,23,Female,Computer Science,2,11.929901902762047,56.1939912988825,49.522020543693806,47.68655961572636,1.8391700869597314,Yes,No,No,6.278541807186867,10,47.36355662131038,1,At Risk,Synthetic
STU11169,22,Male,Business,7,18.95770990576669,83.50790150214681,70.88352400169525,61.46460323230146,2.906583717969134,Yes,No,No,2.148406347305464,3,70.66157833784528,0,Not At Risk,Synthetic
STU11170,23,Male,Engineering,8,22.294996148670016,95.23387248796388,89.81340860289724,82.54926643916855,4.0,Yes,No,Yes,9.217760909510973,1,86.07512049703563,0,Not At Risk,Synthetic
STU11171,18,Female,Engineering,2,18.802746120698078,68.09532707736327,69.73063343665028,70.37675778101497,3.537240445331717,Yes,Yes,No,8.28230835784095,7,74.9810296305285,0,Not At Risk,Synthetic
STU11172,24,Male,Business,4,11.570768128323076,66.83834350615392,98.12658445826334,34.0129543516562,3.5938262866582056,Yes,Yes,No,1.001584903599727,6,70.95604796372177,0,Not At Risk,Synthetic
STU11173,17,Female,Computer Science,4,15.599811208735483,64.61050414958915,81.0918164534987,59.223355976087866,3.0951899966305945,Yes,Yes,Yes,6.482785709961901,1,77.0238383485724,0,Not At Risk,Synthetic
STU11174,17,Male,Business,8,19.67599608878249,68.23424650798482,43.141016087792565,53.87649713535899,2.2678451045722055,Yes,Yes,Yes,7.85219602807906,7,52.53813114772863,1,At Risk,Synthetic
STU11175,19,Male,Computer Science,4,29.39833568756647,100.0,31.04716740201811,71.72663672639025,3.38895151918157,Yes,No,No,11.63460185055974,3,81.17201807887781,0,Not At Risk,Synthetic
STU11176,18,Female,Computer Science,6,8.582811369946054,81.63056426408215,97.52876704442355,55.10314322969331,3.4641000366513537,Yes,No,No,10.902137475758767,4,84.4074550070033,0,Not At Risk,Synthetic
STU11177,20,Male,Business,1,6.413886399008057,85.77537463933108,68.59481755636746,51.5364181133547,3.14771152096549,Yes,No,No,7.852727308398205,5,71.1050388870096,0,Not At Risk,Synthetic
STU11178,21,Male,Engineering,3,15.872303884932528,58.68180798868455,73.71773446624364,90.20836932226861,3.792328868887778,Yes,Yes,No,1.0690332020914726,14,81.49161783708864,0,Not At Risk,Synthetic
STU11179,18,Female,Social Sciences,3,13.270439189639383,59.64347181140922,63.80672583903125,85.11018039864547,3.285926307080617,Yes,No,No,8.1443722955095,9,82.12388700317474,0,Not At Risk,Synthetic
STU11180,20,Female,Business,8,17.09262453827546,71.13393902221206,67.48415330873526,68.26915164589595,3.6187767258179586,Yes,No,No,4.031711083677213,5,70.20155378628432,0,Not At Risk,Synthetic
STU11181,23,Male,Computer Science,1,13.54543275090905,67.21190057286337,32.901159848346396,75.04881697267932,3.7786388841008587,Yes,Yes,No,0.0,5,65.48494547926514,0,Not At Risk,Synthetic
STU11182,24,Male,Engineering,4,13.005016578730327,83.01508648002444,62.27027522907628,75.05687601969899,1.962722277002021,Yes,Yes,No,6.840948732650764,4,63.91970713616783,0,Not At Risk,Synthetic
STU11183,21,Male,Computer Science,5,13.980766138146413,95.07011269803422,69.55558959752403,32.085405939684904,3.7926352728112698,Yes,No,Yes,0.0,4,66.2511807320127,0,Not At Risk,Synthetic
STU11184,21,Male,Social Sciences,3,13.376720272167889,78.59290750218736,65.54610368049892,76.3485266852981,1.7789389582744297,No,No,No,2.8543082479218205,7,55.3909059521991,0,Not At Risk,Synthetic
STU11185,22,Female,Social Sciences,3,20.44843341880956,70.93143101685173,56.74467513692939,93.4211631767012,2.3597127770685873,Yes,No,No,7.739408187291332,6,63.29951000814769,1,At Risk,Synthetic
STU11186,19,Male,Business,4,3.420991683345448,78.21955883097655,84.86499112862515,63.89415212869716,2.8306090330192957,Yes,No,No,8.322806632664443,1,64.01603745401552,1,At Risk,Synthetic
STU11187,23,Male,Engineering,7,4.861396482264389,63.23060806956468,74.43772816230725,78.5467784849304,2.716276502327258,Yes,No,Yes,11.283288235332925,9,61.18215641019085,0,Not At Risk,Synthetic
STU11188,20,Male,Engineering,5,18.984188139223935,83.74557848634953,82.83909168096817,64.95864646353598,2.4013002586729586,Yes,No,Yes,1.450639466033864,3,76.38023544966055,0,Not At Risk,Synthetic
STU11189,17,Female,Engineering,8,18.1501959582194,89.06666447044665,69.75863064285747,59.6754153809954,3.6333355645236662,Yes,No,No,5.981564444895083,1,83.96489810547644,0,Not At Risk,Synthetic
STU11190,18,Male,Engineering,7,18.059012195862774,76.14333959918737,60.089905488884646,51.489455276098305,3.838624230418009,No,No,No,6.950557887064405,8,62.403870317390954,0,Not At Risk,Synthetic
STU11191,20,Female,Social Sciences,3,17.625560777346273,40.033777700039465,87.89465032380865,84.63119443000863,2.4726715196192064,Yes,No,Yes,6.506923937487797,12,65.35530973940442,1,At Risk,Synthetic
STU11192,23,Male,Computer Science,5,19.10519261929226,79.34635682740746,56.13107406017147,59.05128216146227,3.5200987213778387,Yes,No,No,6.22056117440847,8,61.88526972925356,0,Not At Risk,Synthetic
STU11193,21,Male,Business,2,16.32084498144007,83.41051064053141,75.90128405445408,62.699455130413156,3.7363695392513554,Yes,No,Yes,5.44193166605154,6,81.67575991271538,1,At Risk,Synthetic
STU11194,20,Female,Business,8,8.766001907469631,78.81425774870267,100.0,85.03735613671675,2.6886267858233124,Yes,No,No,5.11370091957788,4,82.66560167975626,0,Not At Risk,Synthetic
STU11195,18,Female,Engineering,2,11.823008203280608,73.82023942788302,65.74738234864662,42.48546672310513,2.360568634661986,Yes,No,No,3.568853784580593,10,58.67028090745065,1,At Risk,Synthetic
STU11196,17,Male,Social Sciences,6,16.03159487194836,74.78796685808221,68.31880728902702,83.37910059199017,2.924305678561668,Yes,No,No,3.3125458969877504,7,58.519360808500394,0,Not At Risk,Synthetic
STU11197,19,Female,Business,5,13.8536359567627,89.32396401606258,71.81315672437194,56.94658925524984,2.716981388802242,Yes,Yes,No,7.488810725339075,3,74.19272425434411,0,Not At Risk,Synthetic
STU11198,24,Male,Social Sciences,1,17.099183266363017,89.5791993817011,61.52513530326435,69.38469501671557,1.6296807412767047,Yes,No,No,2.594915511901023,9,57.73144807641494,0,Not At Risk,Synthetic
STU11199,22,Female,Business,5,26.04678887809553,68.84029628532772,56.1107966432121,69.30387405032069,3.1820584609783,Yes,No,No,10.284883178987558,6,75.98022291635641,0,Not At Risk,Synthetic
STU11200,21,Female,Social Sciences,4,13.379664143934953,79.27308738487777,66.56783014704598,93.35312377527883,3.801290362246141,Yes,No,No,6.266639161552108,5,84.59888800742283,0,Not At Risk,Synthetic
STU11201,21,Male,Computer Science,5,13.738163301772847,94.61872416832065,68.1226172736346,31.98150434204577,3.7836622390093786,Yes,No,Yes,0.06855890823532032,3,66.2356391177389,0,Not At Risk,Synthetic
STU11202,20,Male,Engineering,7,22.809564296928894,75.51669649880724,87.42633488420864,69.44730127404124,2.4741086838556945,No,No,No,2.7329264466407297,7,74.62110678495296,0,Not At Risk,Synthetic
STU11203,23,Female,Business,1,8.092870645139588,76.05815131005276,88.76191281541135,44.748289427509036,1.880630061687107,Yes,Yes,No,3.868810719506848,6,57.12351616797785,1,At Risk,Synthetic
STU11204,24,Female,Computer Science,5,7.307726177705102,93.384949075733,57.76969464704175,68.3327276881531,3.5079737893275538,Yes,No,Yes,9.155226024858639,3,69.2819516734096,0,Not At Risk,Synthetic
STU11205,18,Female,Business,7,14.320172736492244,60.680239722289386,61.90723476421392,69.03238571287349,3.640789184594921,No,No,Yes,3.3054504566726535,10,51.8929608148328,1,At Risk,Synthetic
STU11206,18,Male,Engineering,5,21.716973663552324,63.69603642927891,47.839791611008565,83.67715857409216,3.6872592176715897,Yes,Yes,No,0.6536983847915097,9,73.63079909386882,0,Not At Risk,Synthetic
STU11207,24,Male,Social Sciences,7,18.31627655620112,67.63066640996638,59.21532102340328,78.72775572107325,1.9126194358411888,No,Yes,No,7.71057203869385,4,57.67289730933861,0,Not At Risk,Synthetic
STU11208,21,Female,Social Sciences,2,10.900537816652866,75.80072545956288,71.80453003665436,61.25000648302062,2.968602338404109,Yes,Yes,No,1.8133818436759208,5,72.4267099374131,0,Not At Risk,Synthetic
STU11209,24,Female,Engineering,8,21.70964090182966,89.5003088940419,53.98197110615658,69.2893262348259,2.335559779523077,Yes,Yes,No,0.9125394474137402,4,67.18000169526701,0,Not At Risk,Synthetic
STU11210,17,Male,Business,1,17.84930258605237,88.93975298364622,66.06860962135264,64.57872700383876,2.3839494996347206,Yes,Yes,No,3.377308503060825,3,66.44083355725161,0,Not At Risk,Synthetic
STU11211,19,Female,Computer Science,6,23.13452621206241,80.91331853521729,80.30886311196986,78.23880213235168,2.93149557688924,Yes,Yes,No,5.254705179037971,7,74.42701831667321,0,Not At Risk,Synthetic
STU11212,24,Female,Social Sciences,4,14.935301933055262,100.0,85.91007182028012,60.05298581079109,2.7579330345338318,No,Yes,No,4.094601001156985,1,75.87578831481157,0,Not At Risk,Synthetic
STU11213,18,Male,Business,3,13.889798655355051,81.3247927529679,78.59208080238346,85.39013030177897,2.9359202573624628,Yes,No,No,4.46454016384476,5,79.75822056576543,0,Not At Risk,Synthetic
STU11214,22,Female,Business,4,10.972038758439831,81.34443174869864,74.72450847678178,66.30171014281086,2.966152433346952,Yes,Yes,No,2.728982099655063,4,77.19366146871386,0,Not At Risk,Synthetic
STU11215,18,Male,Computer Science,7,16.73532862093321,68.8429706963875,56.04841276894758,52.40577498924898,3.12984079558936,Yes,No,No,5.761269170135475,4,66.89637387307012,1,At Risk,Synthetic
STU11216,20,Male,Social Sciences,3,10.761854476172527,88.11702195464224,100.0,55.28740710196647,2.7924179142684,No,No,No,7.1289745254816665,6,70.98955577190154,0,Not At Risk,Synthetic
STU11217,21,Female,Engineering,7,13.37270674756704,92.91626903545964,82.81921007145665,65.68125088554117,3.010818843522633,Yes,Yes,No,6.257932334377767,5,79.52240100224459,0,Not At Risk,Synthetic
STU11218,22,Female,Social Sciences,4,6.43432972340996,67.41520299673066,42.96868635322001,66.50848185459074,3.6510244455004925,Yes,No,No,1.9102756598995208,4,74.22876931809382,0,Not At Risk,Synthetic
STU11219,20,Male,Computer Science,5,22.49006534802174,71.36962038278764,45.706040385762044,62.150836777898206,3.3321221140308412,Yes,No,Yes,6.239846137246016,7,70.39982793865198,0,Not At Risk,Synthetic
STU11220,18,Male,Computer Science,2,9.642551462972516,73.11927991021368,64.24688495303396,85.97372067062885,2.036584745323141,Yes,No,No,2.357109126091155,9,67.89242529435091,0,Not At Risk,Synthetic
STU11221,22,Male,Computer Science,1,17.118766296763187,66.67814358189572,95.91617840326502,58.151410012913246,2.746832851769337,Yes,No,No,3.5144166966102555,5,73.10891452403214,0,Not At Risk,Synthetic
STU11222,18,Female,Computer Science,2,19.171139909253448,65.62729278204053,62.730838399433,93.81054954901121,3.160123364703236,Yes,No,Yes,9.095429162770463,5,78.68756486053093,0,Not At Risk,Synthetic
STU11223,24,Female,Computer Science,7,13.31156821090521,57.20303825075284,52.60643530379668,76.70207932607978,2.7695062539784883,Yes,No,No,3.21414800713458,9,61.219333805015545,1,At Risk,Synthetic
STU11224,22,Female,Business,6,14.892512999001724,70.118731920585,65.43486894143899,55.281476154866525,3.0528237181499334,Yes,No,Yes,4.849957134863015,3,73.92919222103944,0,Not At Risk,Synthetic
STU11225,20,Male,Business,2,12.299397788820114,83.81691873420326,68.23039080597248,61.05630331687446,2.0910321787006487,Yes,No,No,13.004284837217849,7,63.6408308238852,1,At Risk,Synthetic
STU11226,19,Female,Engineering,5,4.015963840756217,82.17752698685146,61.399058300797336,65.2577045320787,2.2043050807964986,Yes,No,No,7.235664965965814,4,69.18945264799561,0,Not At Risk,Synthetic
STU11227,18,Male,Business,2,13.944372248869467,92.19086581707212,65.11033684255789,59.93661559828289,3.676492615233181,Yes,No,No,3.2886102185443593,4,77.3175063950894,0,Not At Risk,Synthetic
STU11228,17,Female,Computer Science,3,9.291656044859515,69.65717522175741,71.59476875243341,82.0839848147348,2.883244792219632,Yes,No,No,1.867023651391185,5,75.84765653670685,0,Not At Risk,Synthetic
STU11229,23,Male,Business,7,13.956489685802921,78.4071887493948,75.45831701679394,59.26190147311315,2.6718299149708797,No,No,Yes,2.343183463396702,7,72.08556883028584,0,Not At Risk,Synthetic
STU11230,17,Female,Computer Science,6,5.728529176265878,64.20968386397341,67.97198199502678,65.95294545340006,2.7215217119419455,Yes,Yes,Yes,7.533901557926635,3,69.22721050994791,0,Not At Risk,Synthetic
STU11231,17,Female,Computer Science,4,6.235169135609873,70.83230666180803,72.36435194616479,97.5459623612294,3.280239970508537,Yes,No,No,3.268130347302321,4,71.94812261636245,0,Not At Risk,Synthetic
STU11232,18,Female,Computer Science,8,19.156450409185357,86.64203479542758,97.91750581682265,56.95529066060311,2.866199193621441,Yes,Yes,No,7.378520337909492,2,71.70254542080518,0,Not At Risk,Synthetic
STU11233,22,Female,Computer Science,8,12.099965289453891,65.58788954376332,69.60415074236502,90.0365307470804,2.9312821570862697,Yes,No,No,0.0,3,76.89731088196034,0,Not At Risk,Synthetic
STU11234,18,Male,Engineering,2,17.11706537781617,100.0,99.09200394393575,62.70169391841176,2.915691764322348,Yes,Yes,Yes,3.1804592855928764,7,81.84403488034057,0,Not At Risk,Synthetic
STU11235,22,Female,Engineering,2,15.473999386186986,78.41323369639484,98.17833274823474,71.94852364091795,3.1861683206850837,Yes,Yes,No,5.405525287274549,5,74.12886981830343,0,Not At Risk,Synthetic
STU11236,24,Female,Engineering,5,15.137569085003145,80.58056586209996,73.07706222520217,75.7571143231019,2.578554336567203,Yes,No,No,5.854791619194181,8,67.92384514748004,0,Not At Risk,Synthetic
STU11237,24,Male,Engineering,1,7.516542083814102,90.39471355624562,54.97473104798428,63.804740868841634,3.462765867378379,Yes,No,No,3.176990575320337,3,74.37291396859496,0,Not At Risk,Synthetic
STU11238,18,Female,Business,5,11.244319058139684,74.54615067553945,74.54576958588176,53.65956880767613,2.2541112669666052,No,No,Yes,3.508399232369955,9,58.55691952491934,0,Not At Risk,Synthetic
STU11239,18,Female,Social Sciences,1,8.345743736054525,69.18029406070052,87.4396988172198,81.58305305940226,2.512795036685019,Yes,No,No,5.3203159276545,4,68.51363691815004,0,Not At Risk,Synthetic
STU11240,22,Female,Engineering,5,15.38324800148744,74.62383838649508,99.5822063848465,29.302228157498668,2.6644397320698823,No,Yes,No,3.0313714833263394,3,72.27720709000047,0,Not At Risk,Synthetic
STU11241,18,Female,Computer Science,5,15.395788330022027,80.25709285936234,42.60997207743169,32.5329792566202,3.1243764547900668,No,No,No,9.016661202673511,5,60.31868682803976,0,Not At Risk,Synthetic
STU11242,23,Male,Computer Science,8,11.700412668722523,63.52382830219984,61.300108731662476,91.23141726354247,3.4792945633965293,Yes,Yes,No,2.0287683758905533,2,74.35898020453403,0,Not At Risk,Synthetic
STU11243,19,Male,Engineering,2,22.45712716223767,76.43174732135178,69.4267834703798,34.4429426234055,3.407516298056759,Yes,No,Yes,0.41181958516433537,3,70.19062751935809,0,Not At Risk,Synthetic
STU11244,21,Female,Social Sciences,4,11.467605230952573,78.85764932892232,64.98642455700744,92.88979863170262,3.8019904026949414,Yes,No,No,6.94341184394756,5,83.03376262433191,0,Not At Risk,Synthetic
STU11245,21,Male,Social Sciences,2,13.868723095204974,84.44840162874384,75.70009608563124,46.62469041000378,3.447382705883416,No,No,No,3.8766927959913753,6,66.58496441859425,0,Not At Risk,Synthetic
STU11246,23,Female,Business,1,11.829145987939139,87.5963184897544,64.83811843632938,52.21424386784451,2.539925905243468,Yes,No,No,0.05191662315755548,6,68.7269648248429,0,Not At Risk,Synthetic
STU11247,20,Female,Computer Science,5,18.67941356231587,78.71109273762451,74.51277458027738,53.26321572870193,2.913206520247049,Yes,Yes,Yes,4.3214803445033185,6,66.90418354892599,0,Not At Risk,Synthetic
STU11248,22,Male,Computer Science,7,16.367250567836166,93.76585018602084,60.35774106695595,62.68214869767022,2.066397540717051,Yes,No,Yes,2.0328652109283802,3,57.58424513927542,0,Not At Risk,Synthetic
STU11249,24,Female,Social Sciences,4,18.305399332027086,97.07039387493218,64.98964875707773,74.71106040010719,2.4470511009885625,No,No,No,9.186730308861605,4,64.84995618890821,0,Not At Risk,Synthetic
STU11250,22,Female,Engineering,3,22.11289371860351,64.05669936163757,69.04087794135154,80.39792372409856,3.0647360054410706,No,No,Yes,5.447398748401134,7,68.02227269815428,0,Not At Risk,Synthetic
STU11251,18,Female,Social Sciences,7,3.7048722651203967,81.89780158382445,57.869099711223626,64.20157205421833,2.2651129904648575,Yes,Yes,Yes,5.49970364951721,6,65.68469380852272,0,Not At Risk,Synthetic
STU11252,24,Male,Computer Science,4,10.019704537304317,64.05638059371856,67.6210397125524,58.810103795752,2.5501843605179504,No,No,No,8.613487475240934,8,62.60087849510618,0,Not At Risk,Synthetic
STU11253,20,Female,Computer Science,7,7.76036817780872,94.17276874404396,58.88383870141392,66.40172225168455,1.9937256099354619,Yes,No,No,8.097471304330549,6,70.05101553363919,0,Not At Risk,Synthetic
STU11254,23,Female,Computer Science,6,8.81966978240428,68.77956235779581,46.196433823770995,52.819581686881236,3.4523683223203245,No,No,No,8.97745888266348,1,65.77579205567903,0,Not At Risk,Synthetic
STU11255,23,Female,Computer Science,1,13.93981163581142,76.16117283501485,58.32072283653934,75.72140824460526,2.406951009054482,Yes,No,No,7.63803408686758,3,70.0089044669792,0,Not At Risk,Synthetic
STU11256,17,Female,Computer Science,4,5.789492437601137,71.77050061037468,73.54684913222258,99.50490473994476,3.2329928313187324,Yes,No,No,3.6186640544461124,4,70.91852603442581,0,Not At Risk,Synthetic
STU11257,21,Male,Social Sciences,7,13.275418072766547,61.666309075826284,68.75369313142318,70.48737751717194,2.8077584015556765,Yes,No,No,4.638788899699798,8,69.76465925664094,0,Not At Risk,Synthetic
STU11258,17,Female,Engineering,4,10.421169936003238,66.76848143667269,30.873140534006858,58.72062999915387,2.6401489182861613,Yes,No,No,4.781171330889529,8,52.03742599862407,1,At Risk,Synthetic
STU11259,23,Female,Computer Science,7,16.22890138989575,80.46683009620443,64.48267668412178,40.223984515833685,3.358283032203377,Yes,No,No,2.7351013972498417,4,74.87674461515793,0,Not At Risk,Synthetic
STU11260,22,Female,Business,1,19.348087739025114,74.95699063609165,67.79311202585373,63.314427367983804,2.2747991473865854,Yes,No,No,4.234912259865419,5,68.0328536203824,0,Not At Risk,Synthetic
STU11261,20,Male,Computer Science,3,9.240452780385464,79.63617047946977,76.66989843364962,81.57864165854548,3.0946448910637017,Yes,No,Yes,0.18571254292672665,4,81.14692439021849,0,Not At Risk,Synthetic
STU11262,19,Female,Engineering,4,14.019442531641342,72.72419625651014,66.10945645315034,75.37424905354594,3.7062991619257994,Yes,No,No,3.8242227852003587,2,69.17936118120832,0,Not At Risk,Synthetic
STU11263,22,Female,Computer Science,7,13.20106440690181,80.82941013481145,79.29817287609812,61.60019872392429,2.4671687245288787,No,No,No,0.7457958265564282,3,63.507465111412586,0,Not At Risk,Synthetic
STU11264,23,Male,Computer Science,8,19.994259456652085,79.76211492520046,81.82865405729542,69.8095498988214,2.417397716842004,Yes,Yes,No,1.1666319009058967,2,79.96361850345876,0,Not At Risk,Synthetic
STU11265,17,Female,Computer Science,3,10.474432469940389,100.0,55.87480376519246,84.74060613043366,2.1333860907050424,No,No,No,6.905633063024675,5,60.89115638606615,0,Not At Risk,Synthetic
STU11266,23,Male,Social Sciences,4,7.349651799771845,77.04707072404668,73.00222968248238,64.61048934420315,4.0,Yes,No,Yes,5.474348193736388,6,78.19550222692965,0,Not At Risk,Synthetic
STU11267,17,Male,Engineering,8,15.357288449016156,92.8327548819223,63.37126161508658,70.47981029496248,2.4796417693651374,Yes,No,Yes,1.764175132616612,4,74.38409959557998,0,Not At Risk,Synthetic
STU11268,21,Male,Business,2,16.144696068215794,81.09261638616373,76.43255401698552,63.33072684352193,3.7397546633949847,Yes,No,Yes,4.676640657756329,6,80.27266053712684,1,At Risk,Synthetic
STU11269,22,Male,Engineering,5,14.618276340749638,75.65961773600834,95.22564750960926,40.747448071123905,3.5264862411530147,Yes,Yes,Yes,3.1863748258288553,7,74.95231825069729,0,Not At Risk,Synthetic
